N	F0	m	d_ms	d0	v0	prob	collision	Int_dv1	Int_dv2	Int_dv3	Int_dv4	Int_dv5	Int_dv6	Int_dv7	Int_dd2	Int_dd3	Int_dd4	Int_dd5	Int_dd6	Int_dd7	duration	freq	ampl	attack	Fresponse
8	800	1000	1	7	53	0.01	0	79.730619	115.719582	32.396333	52.602398	7.610444	9.153532	6.385849	237.109694	604.339527	164.984545	374.064185	13.031013	26.660549	3.599701	1.813166	1.235420	1	-8453
8	800	1000	1	9	81	0.01	0	49.203566	73.972149	27.555069	23.470139	18.008764	15.137909	13.707812	172.345529	352.866061	33.274586	49.679631	39.824641	17.332911	1.938453	0.635536	4.873104	1	-6768
8	800	1000	1	6	53	0.01	0	34.197039	30.019360	25.080374	14.783618	11.676354	12.630543	12.931936	56.163897	49.386870	93.110589	26.205325	11.725093	9.160520	0.894061	1.839628	4.169134	1	-8239
8	800	1000	1	9	91	0.01	0	79.939773	121.677619	61.275531	29.627973	15.655373	13.720000	12.239887	286.074648	439.085254	242.647241	119.453515	22.311722	14.562019	0.155928	0.703595	3.499222	1	-9598
8	800	1000	1	6	83	0.01	0	94.110809	182.938428	165.695325	173.372161	164.453596	145.518915	124.411503	1195.065419	1423.461567	271.985645	954.350622	821.875081	634.526417	4.331104	2.774581	3.877987	1	-4149
8	800	1000	1	9	80	0.01	0	116.345615	201.781305	98.278285	65.102246	13.694089	12.821041	10.079907	658.157246	769.885565	281.305939	519.324726	19.578288	41.384266	4.759987	2.890609	2.631001	1	-7534
8	800	1000	1	9	73	0.01	0	73.949988	119.992867	65.659828	39.308909	14.552394	10.694360	10.550263	306.516208	378.613998	213.693090	211.146849	41.466065	12.673589	2.057338	1.324537	1.591113	1	-9474
8	800	1000	1	5	60	0.01	0	21.389859	32.174567	25.963781	14.199045	12.553761	11.018289	8.513490	77.268725	46.916249	92.996873	14.607678	15.830105	24.811820	2.838539	0.476760	2.518937	1	-3153
8	800	1000	1	6	60	0.01	0	32.041416	31.481678	20.828598	14.991751	8.061434	7.897041	6.945091	42.206412	103.683041	40.613384	51.651714	4.703130	10.177652	1.597351	0.368697	3.652348	1	-8448
8	800	1000	1	8	63	0.01	0	30.473189	46.064858	26.005375	16.498001	14.577164	11.375986	9.382463	111.341155	152.941653	71.272200	19.471172	33.535629	21.019695	3.070626	0.535969	3.115238	1	-4684
8	800	1000	1	7	86	0.01	0	83.335408	161.626948	73.567089	57.140088	14.175362	13.132198	10.468672	588.055480	669.405807	130.325029	352.272928	23.700336	25.818988	4.920893	2.709973	3.180059	1	-8973
8	800	1000	1	7	63	0.01	0	33.226929	56.415402	39.287460	31.619801	24.552477	16.184552	10.938392	161.724703	121.027206	60.185351	59.594480	65.918563	46.592452	1.325785	1.085223	2.416486	1	-5219
8	800	1000	1	8	99	0.01	0	13.707419	27.615528	20.292660	12.128998	8.004700	5.607060	3.648479	60.676391	22.193847	31.289317	26.919594	13.128593	12.474988	1.969259	0.185406	4.986129	1	-6302
8	800	1000	1	6	58	0.01	0	64.100011	108.713899	82.960945	54.327850	21.354530	13.438285	12.151062	351.487278	216.215295	275.679211	336.175919	76.223290	17.831730	4.998056	2.761217	3.663472	1	-4257
8	800	1000	1	5	71	0.01	0	101.304561	146.024401	135.294814	133.128527	120.118721	108.436038	93.321664	2754.869186	221.028404	687.942110	1242.972618	956.296569	679.147499	2.606900	1.415165	4.337367	1	-4439
8	800	1000	1	8	80	0.01	0	37.553690	54.465594	80.066203	59.088278	43.481550	32.252009	20.769235	117.978393	281.959201	160.788902	146.764648	97.493775	91.147011	3.916727	2.099210	1.444166	1	-3610
8	800	1000	1	9	93	0.01	0	43.942489	68.907146	57.196896	42.659692	31.252000	18.234084	13.126946	174.509063	82.900244	107.597827	93.312688	101.353739	39.510102	0.357808	0.695718	0.967345	1	-4795
8	800	1000	1	5	96	0.01	0	76.900409	127.272681	86.454560	45.895096	17.855716	13.467851	9.921851	358.376664	296.658151	307.842056	213.358250	41.121347	36.147087	3.861248	0.898392	1.986633	1	-7995
8	800	1000	1	6	74	0.01	0	116.050262	201.099569	85.729622	64.997594	13.378205	13.216317	11.487692	669.306844	876.050054	189.618673	554.360996	23.613756	13.608826	3.875304	2.801398	4.246864	1	-7221
8	800	1000	1	7	96	0.01	0	72.400756	120.828287	91.037595	47.104355	18.477266	14.098960	10.990571	344.697297	218.341882	332.491854	218.551742	42.359592	32.157473	4.933006	0.938661	2.224219	1	-7455
8	800	1000	1	5	99	0.01	0	42.375986	64.336823	41.256460	27.063084	18.867157	16.555877	13.964062	197.067388	191.079753	124.828072	89.711255	28.946777	29.287453	2.149455	0.265148	3.412564	1	-4515
8	800	1000	1	7	92	0.01	0	96.753571	158.205665	56.861881	30.388097	13.653787	12.863131	10.493165	438.406847	744.765551	186.161477	153.371642	12.569536	30.031009	4.488122	0.957424	2.856227	1	-9853
8	800	1000	1	7	92	0.01	0	71.353340	121.438165	75.156940	56.745606	16.756927	15.095200	13.617756	358.753846	346.055233	189.648318	311.914799	30.465759	29.140161	4.457018	0.822987	4.736045	1	-7694
8	800	1000	1	7	83	0.01	0	108.404632	147.099163	144.145920	142.767942	146.816469	135.466626	80.294672	3822.976556	304.809582	858.671255	785.639150	1389.921404	1090.270562	4.375518	2.954509	2.328181	1	-5845
8	800	1000	1	5	84	0.01	0	78.599174	121.187268	69.012072	33.968462	17.045398	13.065145	9.908232	297.935502	380.079856	257.980232	132.404700	40.349692	29.934785	1.480859	2.274712	1.927992	1	-8088
8	800	1000	1	7	50	0.01	0	130.415348	96.777486	93.649011	91.074320	86.594378	67.566282	25.583253	425.480845	264.254764	833.353847	652.234243	532.868736	306.349165	0.695172	1.771834	2.989715	1	-3201
8	800	1000	1	5	57	0.01	0	39.849946	63.727442	46.656358	36.824043	22.441910	10.873220	9.728249	163.605177	121.158655	73.507671	125.637430	92.783044	10.103950	1.591519	1.099118	1.055239	1	-5814
8	800	1000	1	6	84	0.01	0	87.606799	140.806858	49.025991	29.674369	13.629396	13.407928	11.457544	375.313873	670.644464	138.967488	151.812685	8.309223	23.955602	3.319163	0.946803	3.655919	1	-9412
8	800	1000	1	9	94	0.01	0	89.003189	162.314608	121.219787	55.281299	21.517139	14.916550	11.313276	545.870207	299.313852	507.969934	299.671784	64.352919	38.335111	2.274023	1.396048	2.453841	1	-7372
8	800	1000	1	5	91	0.01	0	122.712658	211.549358	110.618595	90.811150	19.196293	14.362188	13.893098	680.962741	758.761872	252.541144	699.234297	58.852081	20.082650	2.960265	2.884680	3.290338	1	-8127
8	800	1000	1	5	64	0.01	0	79.236674	117.164109	43.190195	49.121999	11.236435	9.181925	9.231049	251.537066	545.167399	68.071736	318.999964	18.226379	9.605907	2.424162	1.018049	1.211798	1	-9089
8	800	1000	1	9	81	0.01	0	100.923831	178.862073	85.983672	70.537581	16.280860	15.371657	12.665592	599.495924	699.246700	157.238340	510.238149	20.499498	42.949742	4.482440	2.582705	4.607227	1	-7675
8	800	1000	1	7	72	0.01	0	81.368317	128.034244	49.318319	27.261091	11.945288	9.594310	8.126893	325.273195	583.784596	148.994937	133.300759	24.562057	19.208381	0.807028	1.999023	1.819910	1	-8241
8	800	1000	1	8	66	0.01	0	161.439278	87.391077	28.185225	48.030948	11.391338	11.218683	8.802239	613.649391	462.788367	213.715911	388.381204	7.673316	30.401302	2.838688	0.664034	1.616520	1	-9925
8	800	1000	1	5	97	0.01	0	143.403751	193.381091	192.036770	189.203723	179.083550	160.912389	117.984736	3845.859634	296.414107	857.590992	1614.110705	1731.967200	1014.131304	4.345909	2.532081	1.845454	1	-6644
8	800	1000	1	7	86	0.01	0	62.869024	90.895656	43.412419	57.374097	16.769204	9.248163	6.762581	166.736678	334.698144	113.201789	315.789311	69.449863	27.752676	4.498740	0.255324	2.577303	1	-8604
8	800	1000	1	5	99	0.01	0	14.423664	19.280525	33.047131	36.845834	21.748251	15.344259	11.887114	29.933327	138.885200	28.041242	115.551293	55.680549	28.777366	3.037877	2.979733	3.808771	1	-3373
8	800	1000	1	7	69	0.01	0	32.334363	61.605744	39.796441	25.969328	19.293209	10.881916	10.245432	235.700987	164.621313	103.327519	59.034941	65.432150	8.063869	1.320551	1.394012	1.030931	1	-7132
8	800	1000	1	6	57	0.01	0	40.808694	35.340489	18.670865	23.811259	7.925182	6.908577	5.222303	68.805274	144.129956	71.935513	128.571289	7.363275	15.637246	2.253236	0.353209	2.117100	1	-9816
8	800	1000	1	6	95	0.01	0	84.691739	153.094283	125.806607	59.623494	22.895014	14.313588	12.722974	515.317574	211.368140	503.221698	327.890213	85.721216	20.954872	4.419633	1.374187	3.141606	1	-6488
8	800	1000	1	9	98	0.01	0	77.629641	152.472383	89.246382	54.163063	19.385922	13.319784	10.437582	563.757066	491.743850	267.225784	271.719808	56.858081	31.222339	2.010532	1.263646	2.287255	1	-8383
8	800	1000	1	9	95	0.01	0	52.176524	32.967675	36.749607	29.890790	25.163251	19.992172	14.870579	206.375272	75.622183	69.740882	43.974867	43.587837	42.897137	0.522452	0.861928	3.009491	1	-7031
8	800	1000	1	7	79	0.01	0	64.778331	98.127394	47.168725	31.371935	16.314006	11.220041	8.912949	234.895078	377.169734	108.503518	123.344025	46.362578	24.533789	4.816214	0.559600	2.031404	1	-6771
8	800	1000	1	9	75	0.01	0	110.512794	137.926592	147.973118	148.514334	135.817868	120.859880	110.832814	3000.824879	231.850815	617.834419	1278.476330	1020.246831	760.050938	2.770498	2.631205	2.036485	1	-4785
8	800	1000	1	8	94	0.01	0	5.841602	13.359699	15.032643	14.154773	10.456195	7.289716	4.978907	44.908021	7.110839	7.624887	22.456915	13.643394	11.857681	1.553536	0.117258	4.952208	1	-3582
8	800	1000	1	6	57	0.01	0	51.871194	79.480262	62.432430	41.742458	18.977888	15.219025	13.875860	339.264828	222.889318	179.422009	224.756053	50.717837	12.951456	2.385580	2.572085	4.465499	1	-4595
8	800	1000	1	9	80	0.01	0	34.283923	51.712241	43.327271	31.030529	20.716631	16.502523	14.541002	121.069651	59.993512	97.226589	84.162206	32.192039	19.435314	1.581350	2.798477	1.087237	1	-3812
8	800	1000	1	9	56	0.01	0	59.323008	90.340760	37.513048	19.570216	11.822698	8.240966	6.509336	215.202395	392.638256	123.198106	63.147965	35.774862	20.321323	1.153066	1.538450	1.806177	1	-6303
8	800	1000	1	7	85	0.01	0	125.936733	164.700361	162.771845	159.471769	147.606983	135.665680	112.585893	3206.960944	267.727227	837.073836	1479.482477	1223.547850	886.024200	4.788549	1.400827	2.934782	1	-5433
8	800	1000	1	6	57	0.01	0	13.954952	28.268778	15.601568	9.663699	3.098854	2.116359	1.201043	83.424394	67.761345	42.548570	51.982653	8.466760	9.367465	0.809122	0.189743	3.350215	1	-6235
8	800	1000	1	9	80	0.01	0	48.330663	76.105332	80.790782	52.868991	45.288287	25.036997	20.532978	183.485832	224.678877	228.581607	76.453801	166.851348	45.504461	0.736296	1.106375	3.499771	1	-7149
8	800	1000	1	6	98	0.01	0	97.518791	139.427801	93.033218	46.489756	27.039748	21.867632	16.617677	301.273780	356.507947	343.478886	178.218194	43.300618	58.757948	1.665691	2.706699	4.589785	1	-9526
8	800	1000	1	7	68	0.01	0	38.742920	62.772791	38.921160	17.524468	10.340528	7.861856	6.238409	228.311486	191.747880	176.982523	57.486428	20.302149	15.748847	1.109848	0.257802	2.120533	1	-9192
8	800	1000	1	8	55	0.01	0	55.945779	83.637457	62.795367	23.040158	13.700709	13.340297	11.757384	215.027029	168.062641	327.206585	95.346799	11.740558	25.162624	0.914847	2.729267	3.813166	1	-5440
8	800	1000	1	9	53	0.01	0	86.870810	131.242157	55.794923	58.903319	12.344060	12.022779	10.689848	333.848429	544.141693	59.438883	459.454571	12.121282	21.406106	4.378808	2.248161	3.149159	1	-9862
8	800	1000	1	8	66	0.01	0	32.191040	50.683116	57.813772	41.954655	31.683227	18.671103	12.268633	130.139172	183.388193	134.055857	105.884038	109.318323	54.307807	1.772463	1.847240	1.011567	1	-3012
8	800	1000	1	6	60	0.01	0	55.875101	81.292214	63.933810	38.378510	13.387383	12.588790	11.399626	231.036190	182.451868	197.250835	249.848630	16.017716	20.751488	3.989554	0.770592	4.439131	1	-4014
8	800	1000	1	7	53	0.01	0	39.237530	70.261403	26.886084	21.273309	9.485510	8.577550	8.206257	212.119300	309.215991	46.474215	108.640226	8.757439	7.848887	2.911515	0.316391	1.118137	1	-8055
8	800	1000	1	7	61	0.01	0	94.927509	159.071723	70.773881	76.228341	16.408094	13.405055	12.594010	537.065938	692.756346	146.481539	633.483061	42.453864	23.134042	3.424738	2.495972	4.815836	1	-5744
8	800	1000	1	9	60	0.01	0	58.937297	93.596619	30.209009	19.604112	10.217472	8.599933	7.514861	248.094917	470.476519	72.074175	77.109452	18.980406	12.523491	0.271224	0.810596	2.389981	1	-6170
8	800	1000	1	5	61	0.01	0	28.537431	41.485004	30.305279	24.004546	15.109941	10.062695	9.113267	92.143770	80.825640	50.204517	72.129105	44.366983	10.578224	4.055501	0.780239	2.775338	1	-3230
8	800	1000	1	8	56	0.01	0	33.155696	28.758345	25.407818	13.830816	7.783505	5.583483	4.328953	60.751359	33.415666	95.531372	39.064854	18.475901	7.420693	1.510468	0.106992	3.880322	1	-7992
8	800	1000	1	9	55	0.01	0	91.208771	148.041602	71.164425	73.624545	14.231253	14.018287	13.179119	694.580436	719.939979	151.034215	691.707253	35.649286	32.545970	4.699274	0.815287	4.471541	1	-8406
8	800	1000	1	5	67	0.01	0	83.932358	121.000633	42.776013	38.532796	9.703962	6.752817	5.836284	237.810608	551.351163	36.568959	246.037280	19.689968	16.204620	4.224033	0.243022	0.590365	1	-9381
8	800	1000	1	9	55	0.01	0	29.256577	44.111629	32.109662	23.355030	18.074744	16.050250	15.919978	97.207675	85.683596	70.185598	50.478813	21.122806	8.319085	0.336872	1.777233	2.528001	1	-3865
8	800	1000	1	9	53	0.01	0	24.780107	39.194568	31.004047	15.894447	11.064896	9.086755	7.553123	103.058810	61.048679	116.695539	39.729379	17.257807	15.805573	1.823606	0.376043	1.661428	1	-3567
8	800	1000	1	6	61	0.01	0	59.020000	87.281741	46.747501	22.989482	11.342382	14.214024	11.080299	187.820765	310.978584	173.513557	109.206415	33.974939	36.339296	1.635334	1.211872	3.347331	1	-7085
8	800	1000	1	5	73	0.01	0	57.124297	105.760776	69.063732	48.054546	21.768135	17.469799	15.699176	536.396449	338.073784	249.592813	279.129446	32.122475	20.462912	3.274450	1.832282	4.743049	1	-4552
8	800	1000	1	9	85	0.01	0	32.593449	52.872770	38.975472	26.123362	15.222881	9.568100	7.052386	140.903540	96.578704	85.444128	84.246951	44.003611	21.591189	3.640526	0.222401	3.576815	1	-5522
8	800	1000	1	8	95	0.01	0	61.478044	110.183942	205.689416	198.391701	191.765351	178.400965	168.936223	803.801026	2173.629332	1038.485681	482.103457	977.869573	883.067305	3.032942	1.528449	1.330042	1	-4690
8	800	1000	1	6	96	0.01	0	153.236601	189.750182	203.842398	198.001138	173.691534	156.640788	127.696333	4204.361535	336.093139	1175.350212	1859.780203	1349.734082	1002.659517	3.457637	1.060796	0.812708	1	-6693
8	800	1000	1	5	89	0.01	0	33.966948	50.669287	38.377834	29.819051	23.851709	20.468018	12.633143	117.214289	90.106285	65.213584	49.599776	27.521884	65.379882	1.311579	0.640049	2.448347	1	-4170
8	800	1000	1	9	70	0.01	0	103.529661	178.737024	82.716173	71.316493	18.203220	14.012178	13.211525	584.316790	730.366519	165.405266	534.349796	64.928974	26.066935	2.725636	2.599521	4.328028	1	-6558
8	800	1000	1	8	99	0.01	0	86.370389	139.930709	85.333745	38.851740	21.264288	16.146642	13.249136	378.718831	406.007754	335.156638	152.172585	50.856432	30.377572	0.146956	1.076107	3.405011	1	-9576
8	800	1000	1	9	74	0.01	0	58.976198	108.786770	75.186410	44.350154	15.435990	9.601276	8.337375	368.734847	257.863831	233.681395	223.659530	50.419134	15.720999	3.346678	2.540135	0.885769	1	-6176
8	800	1000	1	7	54	0.01	0	56.154650	86.868449	37.049904	21.308756	9.478896	8.730379	7.727731	208.306092	370.108724	107.313092	105.990444	12.173244	12.591225	3.999573	2.643773	2.595843	1	-6747
8	800	1000	1	5	57	0.01	0	59.260644	90.668853	34.154741	17.908122	6.399690	6.021727	4.007526	213.226745	406.974881	115.271567	96.513302	5.571755	18.885877	3.293142	0.229658	0.669332	1	-6828
8	800	1000	1	7	73	0.01	0	72.054944	106.735842	47.755157	26.562595	14.974797	14.856030	12.948547	231.955039	437.042973	158.831487	107.050615	10.533223	31.733890	1.657616	1.242051	4.588137	1	-8772
8	800	1000	1	7	83	0.01	0	36.798469	55.688515	47.419979	43.457026	31.910822	24.505263	13.179434	131.584088	60.970407	33.781789	97.345719	57.200268	85.863193	1.982717	2.158330	0.658483	1	-3778
8	800	1000	1	6	97	0.01	0	77.847142	116.090172	93.247984	41.595606	19.847866	15.031613	12.693981	262.119990	167.547249	380.487181	175.480700	44.927288	26.889390	2.794873	2.242586	2.885205	1	-7477
8	800	1000	1	6	71	0.01	0	79.124714	122.010330	54.147707	37.029709	13.880298	14.778518	13.185875	299.358048	513.349929	136.530775	206.612328	19.489743	27.826763	3.764794	2.663244	4.971984	1	-9911
8	800	1000	1	9	57	0.01	0	80.538983	122.522861	42.633086	66.386550	8.294981	7.973197	7.320328	279.893277	582.462159	203.409180	488.634819	5.187535	12.022159	3.833882	2.514911	1.917280	1	-9978
8	800	1000	1	7	99	0.01	0	84.184976	54.842786	32.716764	22.390140	19.979466	17.284685	15.551505	224.572760	161.540455	109.800699	26.867743	23.987062	18.543709	1.921406	0.768468	4.814737	1	-5004
8	800	1000	1	8	83	0.01	0	75.448711	116.089915	59.528781	27.542904	14.340647	11.396824	8.890406	277.728177	409.817520	227.276676	109.718353	28.308529	24.995116	4.859133	2.618726	2.246467	1	-8411
8	800	1000	1	5	93	0.01	0	97.364100	178.571150	96.280462	60.688679	22.487644	15.651422	14.762546	595.105161	616.690108	278.093915	338.596399	71.679981	23.502966	2.331895	2.518451	4.162130	1	-8232
8	800	1000	1	9	92	0.01	0	27.090255	23.246520	32.593242	36.532719	18.311217	15.024818	10.385704	52.601768	69.059571	39.442222	135.020353	22.492023	38.210783	1.989895	2.842109	1.482345	1	-6929
8	800	1000	1	7	60	0.01	0	43.937069	80.727565	55.720759	32.172830	12.414788	9.061268	7.686202	271.114866	187.714095	187.236938	146.638255	31.575379	16.696854	3.321555	2.596158	1.952025	1	-5068
8	800	1000	1	6	59	0.01	0	47.312181	70.876044	31.762419	22.376973	9.919732	6.640212	5.155493	131.068379	257.737304	71.143646	100.780076	29.335339	21.145385	0.722089	0.165847	2.278054	1	-6700
8	800	1000	1	8	58	0.01	0	88.670875	110.494308	120.044722	120.003122	109.647778	97.817889	90.689636	2476.641720	187.828032	547.470187	983.711573	763.811287	601.008553	4.108737	1.531901	0.551225	1	-3844
8	800	1000	1	6	96	0.01	0	47.517309	79.184401	39.676456	29.098318	17.581791	15.932577	14.993751	219.770607	281.732060	91.064333	123.272424	21.129799	17.166069	4.219996	0.430561	4.824625	1	-9899
8	800	1000	1	7	61	0.01	0	45.833072	74.458543	55.710050	25.802754	12.737796	9.175736	6.317623	201.560452	136.282368	221.793642	98.332764	31.519480	26.720148	0.881500	2.915213	1.140385	1	-5233
8	800	1000	1	5	97	0.01	0	35.719648	52.763448	40.888725	36.419981	22.402804	16.605207	16.705377	116.991834	83.039095	45.692801	118.394103	47.812571	8.837289	1.872057	2.936808	1.807550	1	-4410
8	800	1000	1	8	61	0.01	0	58.508966	88.869247	46.866247	29.585161	10.290085	8.689657	7.142143	212.377648	313.012537	123.642786	153.261222	20.037808	17.743429	3.201773	1.431980	2.008194	1	-6173
8	800	1000	1	9	73	0.01	0	50.628152	90.837699	59.961524	31.117892	16.951896	14.691972	14.804048	272.992967	216.179435	223.438084	126.248342	23.542706	9.330934	0.162658	0.993976	1.640004	1	-8944
8	800	1000	1	5	62	0.01	0	78.367317	44.187972	35.895722	17.546212	8.145332	9.780864	7.935425	237.719491	160.901169	126.893779	94.518276	32.751870	20.777893	2.147212	1.580401	2.113254	1	-9628
8	800	1000	1	5	64	0.01	0	65.554364	98.921201	53.670427	21.798793	14.010373	10.579483	8.571514	228.379713	333.843446	235.782192	68.441223	33.227206	25.287571	0.220530	2.197803	2.747322	1	-6532
8	800	1000	1	7	71	0.01	0	74.575042	124.264432	48.598711	27.148689	11.679327	9.735764	8.566511	344.229311	553.245213	149.070245	134.818766	26.667773	13.121948	1.692160	1.773339	2.227790	1	-7524
8	800	1000	1	9	79	0.01	0	80.924067	125.014285	57.423788	40.751280	13.224302	13.599908	12.044797	299.194493	517.219156	120.533264	229.841527	11.747386	23.422152	2.854091	2.529337	4.080142	1	-9686
8	800	1000	1	9	56	0.01	0	33.945744	25.863654	17.866998	14.849643	10.521868	10.624478	9.829039	92.508593	69.410654	20.849328	45.242852	2.691387	12.345860	0.886435	0.638368	3.576678	1	-8473
8	800	1000	1	6	68	0.01	0	87.472029	132.728619	52.417017	52.604341	8.510428	8.124941	6.003066	308.511472	587.191374	28.165570	367.009850	7.729361	23.346094	3.033091	1.400119	0.665075	1	-8721
8	800	1000	1	5	65	0.01	0	98.438407	64.492807	37.433744	20.058707	10.617639	11.382970	9.571235	274.272139	295.242228	171.186438	97.003401	23.327745	24.953472	0.452318	1.379675	2.702414	1	-6992
8	800	1000	1	8	53	0.01	0	59.688728	92.413278	47.862450	32.793939	10.324587	8.903230	8.046782	231.266414	340.108865	112.966053	199.105418	21.984379	11.713887	4.877825	1.760152	2.698294	1	-4901
8	800	1000	1	5	70	0.01	0	57.238295	89.792021	36.119797	21.997124	14.302160	10.980505	9.384187	229.229291	392.927588	109.848888	60.251565	34.806021	21.576979	3.378381	0.788470	3.371227	1	-6101
8	800	1000	1	8	93	0.01	0	64.478008	102.170131	87.088023	39.431984	23.127872	18.999630	16.347760	255.911282	107.953976	370.093877	126.077528	34.808927	31.224534	0.452467	2.427558	3.243233	1	-7802
8	800	1000	1	9	71	0.01	0	63.635934	107.443871	45.907001	37.775836	19.412284	20.428834	16.074824	290.695014	427.703055	75.289304	179.318022	9.114822	37.716447	2.068703	1.491012	4.257988	1	-9948
8	800	1000	1	8	97	0.01	0	47.658755	84.647967	53.365854	37.087490	29.436569	17.085058	13.319616	358.152028	247.567654	139.799239	72.965910	117.915579	42.039555	1.173104	1.128059	0.838252	1	-7698
8	800	1000	1	9	57	0.01	0	70.372716	105.390846	35.575676	46.918669	15.628676	14.580920	13.275796	238.347616	512.162525	98.106057	283.904140	18.452056	22.095817	2.113117	1.315864	4.971847	1	-8688
8	800	1000	1	9	60	0.01	0	83.879874	122.642587	41.056672	40.959155	8.676146	6.360664	5.561452	254.428259	583.134529	18.511044	265.933310	23.831698	12.632754	4.505918	1.228776	0.545869	1	-8576
8	800	1000	1	8	74	0.01	0	55.382674	102.326433	110.189021	100.046254	92.181033	91.304373	98.065508	579.399990	2318.997790	112.271252	667.175776	437.927809	237.973768	4.893976	1.462868	1.762368	1	-3745
8	800	1000	1	8	50	0.01	0	76.940626	123.694487	48.542473	47.782118	12.193301	9.938822	8.595186	345.866557	529.545963	48.223843	374.577957	31.688924	16.357302	3.009763	2.468978	3.013199	1	-9574
8	800	1000	1	7	88	0.01	0	93.054340	150.828745	68.105292	46.940488	14.409587	12.024448	9.226423	415.184641	610.202795	152.838817	271.404494	32.384328	31.739580	4.550780	0.868743	2.057085	1	-9104
8	800	1000	1	8	95	0.01	0	34.469259	53.324158	43.820510	35.649483	24.118907	18.197769	14.334315	127.843084	69.652577	63.869433	95.069847	50.768090	36.372344	2.023991	2.894681	2.270226	1	-3941
8	800	1000	1	8	79	0.01	0	114.876730	223.954792	178.296864	170.166195	154.201141	139.075868	128.525385	2224.730090	1062.939831	444.315404	1460.710060	1148.291424	787.505867	3.997479	2.514292	4.366207	1	-4807
8	800	1000	1	5	89	0.01	0	27.428465	45.009014	38.097544	44.649996	34.259192	24.536619	17.404987	197.518049	98.158712	47.609985	92.726322	73.195396	53.828840	4.387780	1.056105	1.569002	1	-3121
8	800	1000	1	5	99	0.01	0	106.902251	56.305911	77.457110	46.552997	34.922549	24.736461	22.823744	404.134207	215.626661	234.346698	119.169517	113.282992	24.738604	1.633390	0.800772	0.636097	1	-9778
8	800	1000	1	8	75	0.01	0	65.960539	108.463498	62.143471	39.529392	14.181477	12.585954	10.008410	304.561650	343.073157	173.170148	209.502435	19.573245	35.420525	4.462551	0.990081	2.897977	1	-6880
8	800	1000	1	7	87	0.01	0	91.111901	140.968148	54.004429	31.603595	12.345487	11.229927	10.054839	346.491868	643.350739	146.944222	166.814910	15.672359	17.115403	2.540504	1.670852	2.384213	1	-9756
8	800	1000	1	6	70	0.01	0	37.305039	34.340784	26.003077	22.370038	12.551089	12.179191	10.916662	60.484087	70.034278	27.565532	82.044990	7.791953	16.304436	1.773510	0.947600	3.681875	1	-9673
8	800	1000	1	9	76	0.01	0	85.001208	135.643133	53.361955	31.692334	10.385131	8.362584	6.546392	353.361138	604.233393	148.423112	176.509685	20.852201	20.826240	3.301218	2.652446	0.963500	1	-8998
8	800	1000	1	9	94	0.01	0	54.531576	82.166042	63.771791	35.223719	19.629804	14.636475	12.312897	194.259859	132.408587	222.919985	119.666793	41.289474	20.377574	2.754497	0.798737	3.424787	1	-6332
8	800	1000	1	7	68	0.01	0	57.239678	94.110823	48.847801	22.773068	12.383320	10.411968	7.894619	255.985880	347.338793	187.290956	95.139151	21.040143	23.307811	0.342705	0.100974	2.179861	1	-8726
8	800	1000	1	7	77	0.01	0	88.362504	156.901920	79.052405	57.726474	14.298789	12.276229	10.698184	508.776665	589.473719	199.773715	398.475438	30.563797	21.375883	3.930485	1.518802	3.485488	1	-6662
8	800	1000	1	9	58	0.01	0	45.983766	78.227828	54.275279	36.922564	19.817577	16.166695	12.659650	335.253564	196.671827	185.624523	172.386452	53.691510	62.040501	1.204657	1.490127	3.230186	1	-5538
8	800	1000	1	8	67	0.01	0	176.685305	78.745863	47.611630	20.426897	15.186568	15.442303	13.634607	771.551290	219.201855	257.802943	67.697597	10.442147	20.201457	0.383679	2.290820	4.584567	1	-9489
8	800	1000	1	5	53	0.01	0	54.715578	85.935631	46.427353	30.271151	9.106567	6.320714	4.673250	218.422987	288.625266	123.422765	163.014631	28.922592	18.481456	2.366289	2.190280	0.657933	1	-5538
8	800	1000	1	6	90	0.01	0	100.404488	145.072777	65.988085	31.460981	16.502488	17.017699	13.492797	311.507343	597.283545	244.932015	142.184392	19.271912	45.295023	0.452916	2.217273	4.375271	1	-9980
8	800	1000	1	6	97	0.01	0	23.844458	27.223736	16.620855	12.502246	11.739705	12.259989	12.023882	15.742877	88.994825	28.691980	12.052737	4.803976	9.372652	0.564174	1.478533	4.262795	1	-3032
8	800	1000	1	9	66	0.01	0	74.575569	115.486150	49.395223	24.174528	10.441407	9.281144	6.879952	282.587621	486.978233	173.289769	119.942615	13.112729	24.188468	1.408481	2.173110	1.244346	1	-7534
8	800	1000	1	8	64	0.01	0	44.880200	71.062219	32.689059	21.091472	12.779775	10.749996	9.109192	183.596540	272.736271	102.860107	75.485002	23.047506	19.023872	4.086605	0.553050	2.728370	1	-6871
8	800	1000	1	7	98	0.01	0	28.203632	45.800172	38.560954	36.562141	28.410575	22.321964	17.738338	122.851823	52.431607	29.122503	71.688416	49.174669	36.347300	2.165606	1.523316	0.784829	1	-3113
8	800	1000	1	5	60	0.01	0	9.035834	12.935608	9.671854	6.854259	2.464742	1.541298	0.584013	20.353768	8.046674	9.422352	18.808283	3.914109	4.802396	0.971822	0.305152	4.215552	1	-5990
